User ID,Asset ID,Category,Trigger,Timestamp
3165,105,Onboarding,Signup-Login,2023-08-10 09:28:56.420510
3185,130,Onboarding,Signup-Login,2023-08-10 09:17:26.420510
3194,46,Onboarding,Signup-Login,2023-08-10 09:13:13.420510
3264,80,Onboarding,Signup-Login,2023-08-10 09:14:32.420510
3066,62,Onboarding,Signup-Login,2023-08-10 09:18:44.420510
3290,127,Onboarding,Signup-Login,2023-08-10 09:30:42.420510
3108,107,Onboarding,Signup-Login,2023-08-10 09:29:16.420510
3092,78,Feedback,Used An Asset,2023-08-10 09:28:38.420510
3020,149,Engagement,Near Top Contributor,2023-08-10 09:30:40.420510
3264,46,Engagement,"Used, No Feedback",2023-08-10 09:24:29.420510
3206,144,Onboarding,Signup-Login,2023-08-10 09:19:33.420510
3024,18,Onboarding,Signup-Login,2023-08-10 09:19:46.420510
3009,269,Engagement,"Used, No Feedback",2023-08-10 09:14:34.420510
3223,280,Onboarding,Signup-Login,2023-08-10 09:27:41.421510
3206,249,Engagement,Near Top Contributor,2023-08-10 09:29:17.421510
3041,258,Engagement,Long User Inactivity,2023-08-10 09:18:26.421510
3132,13,Feedback,Used New Asset,2023-08-10 09:29:53.421510
3264,254,Engagement,"Used, Not Rated",2023-08-10 09:16:29.421510
3029,300,Engagement,Long User Inactivity,2023-08-10 09:25:55.421510
3282,262,Onboarding,Signup-Login,2023-08-10 09:22:26.421510
3143,173,Onboarding,Signup-Login,2023-08-10 09:24:29.421510
3278,194,Engagement,Long User Inactivity,2023-08-10 09:17:16.421510
3173,109,Onboarding,Signup-Login,2023-08-10 09:17:54.421510
3278,21,Feedback,"New Asset, No Feedback",2023-08-10 09:28:26.421510
3284,203,Engagement,New Assets Added,2023-08-10 09:13:37.421510
3044,238,Engagement,Long User Inactivity,2023-08-10 09:24:51.421510
3228,184,Engagement,Long User Inactivity,2023-08-10 09:20:40.421510
3021,87,Onboarding,Signup-Login,2023-08-10 09:24:12.421510
3230,151,Onboarding,Signup-Login,2023-08-10 09:15:02.421510
3252,139,Feedback,Negative Feedback Given,2023-08-10 09:17:25.421510
3189,288,Onboarding,Signup-Login,2023-08-10 09:28:08.421510
3282,206,Onboarding,Signup-Login,2023-08-10 09:18:02.421510
3161,103,Engagement,"Used, Not Rated",2023-08-10 09:22:36.421510
3038,52,Engagement,Long User Inactivity,2023-08-10 09:30:42.421510
3279,309,Feedback,Used An Asset,2023-08-10 09:28:16.421510
3229,241,Feedback,"New Asset, No Feedback",2023-08-10 09:20:25.421510
3079,301,Engagement,"Used, Not Rated",2023-08-10 09:31:16.421510
3161,192,Feedback,Used New Asset,2023-08-10 09:18:47.421510
3229,154,Feedback,Negative Feedback Given,2023-08-10 09:13:26.421510
3022,185,Feedback,Negative Feedback Given,2023-08-10 09:15:16.421510
3107,294,Onboarding,Signup-Login,2023-08-10 09:18:11.421510
3172,301,Feedback,Used New Asset,2023-08-10 09:30:54.421510
3050,87,Engagement,"Used, Not Rated",2023-08-10 09:31:11.421510
3177,245,Onboarding,Signup-Login,2023-08-10 09:17:42.421510
3027,301,Onboarding,Signup-Login,2023-08-10 09:17:38.421510
3160,91,Onboarding,Signup-Login,2023-08-10 09:15:08.421510
3112,120,Onboarding,Signup-Login,2023-08-10 09:32:24.421510
3098,166,Engagement,Long User Inactivity,2023-08-10 09:15:16.421510
3005,179,Feedback,Used New Asset,2023-08-10 09:25:15.421510
3068,58,Onboarding,Signup-Login,2023-08-10 09:30:05.421510
3148,266,Engagement,"Used, Not Rated",2023-08-10 09:25:36.421510
3236,260,Feedback,"New Asset, No Feedback",2023-08-10 09:21:35.421510
3140,218,Feedback,"New Asset, No Feedback",2023-08-10 09:22:20.421510
3103,294,Feedback,Negative Feedback Given,2023-08-10 09:14:39.421510
3127,278,Onboarding,Signup-Login,2023-08-10 09:17:45.421510
3086,228,Feedback,Negative Feedback Given,2023-08-10 09:28:22.421510
3286,236,Onboarding,Signup-Login,2023-08-10 09:16:31.421510
3182,239,Feedback,Negative Feedback Given,2023-08-10 09:24:45.421510
3223,166,Onboarding,Signup-Login,2023-08-10 09:24:18.421510
3298,35,Onboarding,Signup-Login,2023-08-10 09:20:05.421510
3021,285,Onboarding,Signup-Login,2023-08-10 09:14:29.421510
3247,72,Feedback,Negative Feedback Given,2023-08-10 09:21:29.421510
3024,219,Onboarding,Signup-Login,2023-08-10 09:32:08.421510
3144,164,Feedback,"New Asset, No Feedback",2023-08-10 09:12:50.421510
3157,268,Onboarding,Signup-Login,2023-08-10 09:12:54.421510
3265,57,Feedback,Frequent Portal Usage,2023-08-10 09:27:26.421510
3209,44,Onboarding,Signup-Login,2023-08-10 09:25:35.421510
3014,308,Feedback,Frequent Portal Usage,2023-08-10 09:28:59.421510
3115,287,Onboarding,Signup-Login,2023-08-10 09:28:58.421510
3092,300,Feedback,Used An Asset,2023-08-10 09:16:04.421510
3171,311,Engagement,New Assets Added,2023-08-10 09:30:05.421510
3279,97,Engagement,Long User Inactivity,2023-08-10 09:27:15.421510
3255,153,Feedback,"New Asset, No Feedback",2023-08-10 09:19:28.421510
3167,25,Onboarding,Signup-Login,2023-08-10 09:24:59.421510
3139,164,Feedback,Negative Feedback Given,2023-08-10 09:30:10.421510
3247,286,Onboarding,Signup-Login,2023-08-10 09:30:00.421510
3279,121,Onboarding,Signup-Login,2023-08-10 09:21:55.421510
3273,133,Feedback,Used An Asset,2023-08-10 09:16:01.421510
3116,242,Feedback,Frequent Portal Usage,2023-08-10 09:29:08.421510
3078,149,Feedback,Used New Asset,2023-08-10 09:20:11.421510
3210,71,Onboarding,Signup-Login,2023-08-10 09:23:27.422510
3115,142,Onboarding,Signup-Login,2023-08-10 09:20:31.422510
3159,169,Onboarding,Signup-Login,2023-08-10 09:17:41.422510
3252,171,Engagement,Long User Inactivity,2023-08-10 09:15:39.422510
3149,257,Engagement,Near Top Contributor,2023-08-10 09:31:56.422510
3130,61,Feedback,Used New Asset,2023-08-10 09:13:11.422510
3131,298,Feedback,Frequent Portal Usage,2023-08-10 09:14:16.422510
3283,102,Feedback,Used New Asset,2023-08-10 09:16:36.422510
3083,278,Engagement,New Assets Added,2023-08-10 09:24:34.422510
3069,282,Onboarding,Signup-Login,2023-08-10 09:17:08.422510
3034,234,Onboarding,Signup-Login,2023-08-10 09:17:18.422510
3045,226,Feedback,Frequent Portal Usage,2023-08-10 09:27:41.422510
3010,287,Onboarding,Signup-Login,2023-08-10 09:29:32.422510
3041,134,Feedback,Used New Asset,2023-08-10 09:19:52.422510
3283,52,Onboarding,Signup-Login,2023-08-10 09:24:50.422510
3030,5,Engagement,Near Top Contributor,2023-08-10 09:26:35.422510
3123,190,Engagement,Long User Inactivity,2023-08-10 09:22:38.422510
3289,77,Engagement,"Used, No Feedback",2023-08-10 09:17:53.422510
3057,271,Onboarding,Signup-Login,2023-08-10 09:23:59.422510
3150,115,Feedback,Negative Feedback Given,2023-08-10 09:28:32.422510
3196,113,Onboarding,Signup-Login,2023-08-10 09:32:16.422510
3059,298,Engagement,"Used, Not Rated",2023-08-10 09:28:04.422510
3044,143,Engagement,"Used, No Feedback",2023-08-10 09:16:47.422510
3042,32,Onboarding,Signup-Login,2023-08-10 09:23:48.422510
3095,215,Feedback,Negative Feedback Given,2023-08-10 09:21:03.422510
3215,169,Feedback,Negative Feedback Given,2023-08-10 09:31:35.422510
3227,78,Engagement,Near Top Contributor,2023-08-10 09:21:50.422510
3164,258,Feedback,Frequent Portal Usage,2023-08-10 09:13:47.422510
3179,296,Engagement,Long User Inactivity,2023-08-10 09:25:30.422510
3240,280,Engagement,"Used, Not Rated",2023-08-10 09:15:02.422510
3206,224,Onboarding,Signup-Login,2023-08-10 09:19:21.422510
3287,106,Engagement,Long User Inactivity,2023-08-10 09:27:32.422510
3248,140,Onboarding,Signup-Login,2023-08-10 09:27:02.422510
3104,134,Engagement,New Assets Added,2023-08-10 09:18:25.422510
3104,181,Engagement,"Used, Not Rated",2023-08-10 09:15:54.422510
3188,239,Engagement,Near Top Contributor,2023-08-10 09:19:42.422510
3244,91,Onboarding,Signup-Login,2023-08-10 09:29:48.422510
3118,86,Engagement,Near Top Contributor,2023-08-10 09:18:45.422510
3183,140,Onboarding,Signup-Login,2023-08-10 09:23:32.422510
3035,145,Onboarding,Signup-Login,2023-08-10 09:17:44.422510
3175,115,Feedback,Frequent Portal Usage,2023-08-10 09:20:04.422510
3155,129,Onboarding,Signup-Login,2023-08-10 09:15:41.422510
3204,219,Feedback,Negative Feedback Given,2023-08-10 09:20:50.422510
3229,266,Onboarding,Signup-Login,2023-08-10 09:20:55.422510
3214,248,Engagement,"Used, No Feedback",2023-08-10 09:15:34.422510
3237,166,Engagement,Long User Inactivity,2023-08-10 09:13:49.422510
3155,283,Feedback,Frequent Portal Usage,2023-08-10 09:20:52.422510
3234,280,Engagement,Long User Inactivity,2023-08-10 09:21:17.422510
3056,148,Feedback,Frequent Portal Usage,2023-08-10 09:29:59.422510
3218,69,Feedback,Negative Feedback Given,2023-08-10 09:22:06.422510
3062,84,Feedback,Negative Feedback Given,2023-08-10 09:24:04.422510
3298,16,Engagement,"Used, Not Rated",2023-08-10 09:20:16.422510
3240,82,Engagement,"Used, No Feedback",2023-08-10 09:12:41.422510
3094,165,Onboarding,Signup-Login,2023-08-10 09:26:43.422510
3241,49,Feedback,Negative Feedback Given,2023-08-10 09:22:50.422510
3242,232,Engagement,Long User Inactivity,2023-08-10 09:25:45.422510
3064,114,Engagement,New Assets Added,2023-08-10 09:29:27.422510
3120,92,Engagement,"Used, No Feedback",2023-08-10 09:31:56.422510
3238,45,Feedback,Frequent Portal Usage,2023-08-10 09:13:58.422510
3059,235,Feedback,Negative Feedback Given,2023-08-10 09:15:06.422510
3014,176,Engagement,"Used, Not Rated",2023-08-10 09:29:11.422510
3013,27,Engagement,New Assets Added,2023-08-10 09:32:16.422510
3226,292,Engagement,"Used, No Feedback",2023-08-10 09:13:16.422510
3077,179,Feedback,"New Asset, No Feedback",2023-08-10 09:25:51.422510
3199,300,Engagement,New Assets Added,2023-08-10 09:32:21.422510
3188,28,Engagement,New Assets Added,2023-08-10 09:18:19.422510
3232,17,Engagement,New Assets Added,2023-08-10 09:31:11.422510
3205,203,Engagement,"Used, Not Rated",2023-08-10 09:22:28.422510
3190,132,Engagement,"Used, No Feedback",2023-08-10 09:23:17.422510
3212,281,Onboarding,Signup-Login,2023-08-10 09:26:42.422510
3171,237,Engagement,Long User Inactivity,2023-08-10 09:28:29.422510
3210,89,Feedback,Used New Asset,2023-08-10 09:12:48.422510
3263,77,Engagement,"Used, No Feedback",2023-08-10 09:27:52.423510
