User_ID,Asset_ID,Timestamp,Time_Spent,Engagement_Score,Satisfaction_Score,Nudge_Effectiveness,CTR,Conversion_Rate,Bounce_Rate,Retention_Rate,Recommendation_Success,Personalization_Effectiveness,Sentiment Label,Category,Trigger,dataset
3126,127,2023-08-11 16:33:52.512763,228.64525618968605,21,4,0.05137816017811623,0.11627088895333071,0.706476668694311,0.5871800583597568,0.024007785884251454,0.3518019293281194,0.8320836006238865,Neutral,Engagement,Near Top Contributor,B
3090,11,2023-08-11 16:40:20.385214,297.03373504876583,72,12,0.20168891966118252,0.28737671818588706,0.43535433941706103,0.839078528177249,0.6772643029024759,0.48339204418592674,0.20061820950708464,Neutral,Engagement,Long User Inactivity,A
3238,76,2023-08-11 16:43:05.418213,130.23027704860255,29,30,0.30489423022180434,0.7217797612718101,0.03630369193285843,0.2704718106205011,0.5444546804657313,0.9661172609664812,0.07924127151327476,Neutral,Feedback,Used An Asset,A
3180,286,2023-08-11 16:31:24.239139,94.0428271588782,65,40,0.5247653448746847,0.6984556680955579,0.2899371578538896,0.6865018466782951,0.8169549929641234,0.35282098398846495,0.8880082311021225,Neutral,Feedback,Used An Asset,A
3236,144,2023-08-11 16:44:48.439240,145.14765849726507,77,26,0.635501875511405,0.7934235070276461,0.6236763217687248,0.5524504428835021,0.7149437872637647,0.8125715352084782,0.16714989926928925,Negative,Onboarding,Signup-Login,A
3161,25,2023-08-11 16:41:58.405216,43.21034056786894,12,20,0.1998754743008203,0.09235252166102814,0.8823005866189794,0.9902447783651734,0.18510844496968348,0.1901424624146073,0.14183850488414984,Positive,Onboarding,Signup-Login,A
3042,308,2023-08-11 16:31:11.480762,30.7361436227872,89,90,1.3108834805202831,0.6282279694952331,0.7470266134553797,0.6796200631393421,0.8659515704695828,0.9165348241033755,0.08078753322991383,Positive,Feedback,Negative Feedback Given,B
3011,86,2023-08-11 16:44:20.635311,66.63762727165425,24,29,0.2925527554351769,0.2361577160807694,0.06454889729193625,0.11057374032221379,0.7383350321859712,0.6290355569431002,0.5855410391866902,Neutral,Onboarding,Signup-Login,B
3267,99,2023-08-11 16:36:56.548300,61.44374263684887,88,68,0.8089459876986842,0.19875222022389571,0.7843197282718967,0.8233065177624764,0.9454730124035089,0.5560471832612716,0.9664721144854701,Neutral,Engagement,"Used, No Feedback",B
3095,177,2023-08-11 16:37:21.553302,26.681209149216404,34,61,0.7059574129566418,0.3617605967935724,0.8138550013773052,0.41456151839319644,0.6088446357972385,0.07652643266448544,0.4990864513989206,Positive,Feedback,Used New Asset,B
3102,238,2023-08-11 16:36:36.339679,133.1946590284822,54,14,0.17400049275464788,0.1475497325291273,0.44786980069115245,0.1684364667272804,0.6629651511649961,0.13323117564651443,0.7984290109947205,Negative,Onboarding,Signup-Login,A
3191,294,2023-08-11 16:35:47.329674,209.99468876031293,17,100,1.0221006201990341,0.16918421494550695,0.8154055863694273,0.13515179796214694,0.49293986911708765,0.6767895627866762,0.3117767456310683,Neutral,Engagement,Near Top Contributor,A
3026,208,2023-08-11 16:43:45.628313,156.61086917266516,43,37,0.5448004793272657,0.8422280160668997,0.5031385720301896,0.7415203243653655,0.21994154412398892,0.5164557019469597,0.3954670768636185,Positive,Feedback,Negative Feedback Given,B
3097,126,2023-08-11 16:41:08.395212,158.88933530028777,4,3,0.04514905576408365,0.9453082817538276,0.6023157232003942,0.7625905890791493,0.3482130479736436,0.9618677482138344,0.3005647610392467,Negative,Engagement,"Used, Not Rated",A
3124,153,2023-08-11 16:33:19.505765,219.62227749589528,51,58,0.5834290063974875,0.07088311949475568,0.24979229499697309,0.5601082721033731,0.41124154314897665,0.15939638641989584,0.7969298543194507,Neutral,Feedback,Used New Asset,B
3120,109,2023-08-11 16:31:09.236135,20.151309449110197,91,92,1.258395605058457,0.6023342493005063,0.618693684450129,0.07253552744546365,0.6883660815825003,0.3214308824961267,0.33686887742517213,Positive,Feedback,Frequent Portal Usage,A
3245,272,2023-08-11 16:38:29.362210,15.75748644072422,54,14,0.2205961784170135,0.6376202457266053,0.25928579988185063,0.867979431739239,0.05467952365835094,0.835671427687793,0.9467758867014723,Neutral,Onboarding,Signup-Login,A
3195,17,2023-08-11 16:42:06.608300,230.93660556843514,84,68,0.7384083073339461,0.5448638979305026,0.14397065376190477,0.748499840695783,0.35698532930982496,0.3939842479025416,0.4070849458256536,Positive,Engagement,"Used, Not Rated",B
3173,137,2023-08-11 16:38:05.562300,217.52584358819223,37,88,1.147626849058917,0.8752137377166919,0.8459568134139379,0.6318570048601336,0.13530785102846132,0.2374193316563179,0.5914354502216108,Neutral,Feedback,Used New Asset,B
3081,296,2023-08-11 16:44:57.641824,255.49710528459138,15,10,0.09915402501977372,0.17982257527965373,0.09533155689584749,0.34173898901907895,0.24687704426275037,0.9835258017169917,0.9437804051875397,Negative,Feedback,Negative Feedback Given,B
3065,130,2023-08-11 16:44:14.633312,259.71179475277745,93,26,0.8519406101923986,0.87375627448637,0.7387408900940793,0.8355313591194583,0.6635510583957374,0.1241606086424708,0.8586890100541588,Positive,Onboarding,Signup-Login,B
3082,263,2023-08-11 16:34:31.314658,157.39899361166454,88,13,0.2506590643653118,0.6025162967913232,0.24361072452436994,0.8506835441873781,0.5077171389337838,0.6883358185107294,0.2378828632595601,Neutral,Onboarding,Signup-Login,A
3024,208,2023-08-11 16:31:11.237135,148.665076650701,2,52,0.5294934322480709,0.7803084286181017,0.7712625193856439,0.2543020643006091,0.6532308583791705,0.6085621278067314,0.4819976697348548,Negative,Onboarding,Signup-Login,A
3201,30,2023-08-11 16:30:04.223127,64.28101701602962,42,84,1.008762112775776,0.7074746375868599,0.5963519895195201,0.8437528441224599,0.9619662041021518,0.10892642801256969,0.47493226951788325,Neutral,Engagement,"Used, No Feedback",A
3162,212,2023-08-11 16:42:58.417221,197.77676342132204,90,60,0.6007867075029905,0.029949330274339214,0.3968146498590799,0.9909192202702766,0.014708517980692282,0.2116224267069743,0.8106826638120241,Negative,Onboarding,Signup-Login,A
3024,121,2023-08-11 16:39:38.580301,26.812909125064884,69,91,0.9561390052790507,0.31888936540889745,0.2097506091905985,0.0013189395603802057,0.862516786713295,0.8376152794144686,0.8148783700110548,Neutral,Onboarding,Signup-Login,B
3183,135,2023-08-11 16:29:51.221125,142.31706429560174,47,44,0.5825675429638753,0.8769069913614929,0.3545319842039487,0.3551497572686081,0.9946401611780387,0.1558562470109529,0.8777956758503893,Neutral,Engagement,"Used, Not Rated",A
3225,274,2023-08-11 16:28:40.449760,214.1312278576592,73,82,0.8784852932529055,0.4790341601874537,0.18091627208651828,0.4780211105238016,0.3181810103087299,0.3949346730032153,0.7440272043764236,Neutral,Feedback,Used An Asset,B
3055,41,2023-08-11 16:32:42.254655,50.89058532758405,66,98,1.5238590850703866,0.9538612360212361,0.8725293112506097,0.5440360543827932,0.7194943903783437,0.13144918987445553,0.3640940581730925,Neutral,Feedback,Negative Feedback Given,A
3095,117,2023-08-11 16:32:27.251654,139.83961103855552,42,29,0.30359240238574103,0.05261879165847816,0.7193906411491515,0.23060534466871885,0.5194666319732509,0.25810173737984743,0.7699368382850754,Neutral,Engagement,"Used, Not Rated",A
3234,154,2023-08-11 16:29:08.454762,52.07255220100104,20,63,0.7182610053453342,0.8938360459059088,0.507445806712148,0.24536653312898904,0.4117289349270904,0.25376132937757623,0.94328424369551,Positive,Engagement,New Assets Added,B
3063,28,2023-08-11 16:30:55.477761,150.2224932194145,56,67,0.7531813257376007,0.7933685020820409,0.19851380314043043,0.5015649500873612,0.21192787027132876,0.47739323667143185,0.032009883873451606,Neutral,Onboarding,Signup-Login,B
3079,160,2023-08-11 16:32:22.494761,283.62188133751454,27,70,0.7785307221766716,0.47465759347393943,0.6795470962155975,0.8558368945641154,0.9936491461905047,0.6229711694581751,0.07775032850493846,Neutral,Feedback,Used An Asset,B
3028,274,2023-08-11 16:42:52.416212,281.47698272274016,96,22,0.8853021616389927,0.7259155412564513,0.9589805929497376,0.2991197899127077,0.2553977457905794,0.6106531457046535,0.06551598348390875,Positive,Engagement,Near Top Contributor,A
3216,39,2023-08-11 16:33:52.268655,283.95422840272306,79,47,0.47489044975027656,0.8909172801175859,0.02064271071662882,0.9638398921594807,0.3703679109146292,0.06145799405368879,0.8335134172139216,Positive,Onboarding,Signup-Login,A
3095,100,2023-08-11 16:33:41.509760,39.097218017124874,34,42,0.664764090623358,0.7500125797229079,0.9986743542451547,0.990214114501811,0.9679890687716516,0.0770014229948891,0.05744786489445852,Positive,Onboarding,Signup-Login,B
3053,81,2023-08-11 16:36:42.545301,142.2641515440253,54,55,0.7082053194991551,0.5834944382977109,0.5175977450058238,0.4882999463465868,0.6497336803495999,0.08204796880596466,0.14313153054115246,Neutral,Engagement,"Used, Not Rated",B
3001,63,2023-08-11 16:42:40.413210,168.53246888802863,62,7,0.07371227156736797,0.03265805054761539,0.18758507624729837,0.008594943191081339,0.38866825780064407,0.5222119945265928,0.8128106359239622,Neutral,Engagement,New Assets Added,A
3223,17,2023-08-11 16:42:23.612300,96.3942289103756,25,84,0.8554467025283283,0.4498015278484846,0.2233278522015394,0.9666599754514975,0.08104248218881671,0.928280532474416,0.7112070032882669,Negative,Engagement,Long User Inactivity,B
3266,268,2023-08-11 16:38:47.366215,283.7957181786612,59,11,0.11456707374465233,0.027797505194488425,0.7631543080499033,0.794905990225358,0.005403843878934889,0.9912376601882086,0.1613818460589057,Positive,Onboarding,Signup-Login,A
3217,173,2023-08-11 16:35:33.326674,49.49593956652912,88,21,0.5401609534760843,0.5822610782854759,0.65776978975347,0.6873543923926003,0.24915237011642588,0.7805331631079606,0.827356786318838,Negative,Onboarding,Signup-Login,A
3207,210,2023-08-11 16:29:40.219124,238.55572319587296,69,23,0.2692182679446612,0.29495630364422676,0.20066621735984647,0.1621290415062001,0.00033452116438403845,0.028412174896020992,0.2754158043949336,Positive,Engagement,"Used, Not Rated",A
3185,117,2023-08-11 16:36:20.336676,255.23932581561144,62,10,0.6005917036858649,0.9452438704342764,0.858784827426891,0.2700174685415524,0.5770525562285301,0.2979419841734404,0.8588682651955089,Neutral,Engagement,"Used, No Feedback",A
3022,211,2023-08-11 16:40:52.594301,151.37534528782479,90,55,0.8291093749030475,0.3405194743304555,0.9220833777966797,0.34792374835110573,0.15849736415808702,0.012896485614586894,0.07158403671243585,Neutral,Onboarding,Signup-Login,B
3117,201,2023-08-11 16:41:39.603301,195.21730622089143,34,53,0.5337371796607041,0.2777182516234229,0.09678353519169769,0.5401528760282512,0.20452371884319454,0.6337137179935382,0.4994176684056223,Positive,Feedback,Used New Asset,B
3141,302,2023-08-11 16:39:30.578300,28.175659418390293,93,22,0.5709573685493705,0.9343481328046216,0.41433282911402647,0.9074559326012201,0.8041898183867877,0.9879399464766776,0.9777937472254763,Positive,Onboarding,Signup-Login,B
3248,55,2023-08-11 16:29:14.456761,125.81369318215862,84,85,1.1553884301249338,0.727616614738596,0.49967843812308177,0.0014010103254215034,0.30543795566343157,0.8809173416405549,0.17312426448345442,Neutral,Engagement,"Used, Not Rated",B
3100,24,2023-08-11 16:31:16.238136,40.09858775670186,79,65,0.7275124790723708,0.6640230992749473,0.15573398427279328,0.41821816180414617,0.5048793513990116,0.08258911613873676,0.31487884467542204,Neutral,Engagement,"Used, No Feedback",A
3011,306,2023-08-11 16:38:18.360214,244.79771982144575,27,62,0.6654545825902085,0.2440828497675761,0.7300079879171629,0.26546735216486483,0.2993072348254773,0.9622162766173052,0.8891984128680033,Positive,Onboarding,Signup-Login,A
3211,310,2023-08-11 16:40:27.386214,224.11531710647455,41,94,1.06060925856646,0.5131420642305166,0.5858373508319467,0.2644034312329514,0.5214677274866343,0.28435788693503694,0.1318863624176847,Negative,Onboarding,Signup-Login,A
3221,9,2023-08-11 16:36:18.540774,100.0883635250044,2,75,0.7508520825900078,0.474371003853296,0.507837702576228,0.396598702530502,0.7940192809034801,0.3287896861597899,0.7811533437769612,Neutral,Onboarding,Signup-Login,B
3056,65,2023-08-11 16:35:23.324667,87.16921650227766,9,87,0.9067477965113316,0.9873577519393126,0.43243282087670176,0.16791342983719793,0.9081806829686767,0.8460691371066471,0.22070720696275448,Neutral,Feedback,Negative Feedback Given,A
3145,234,2023-08-11 16:31:36.241646,166.62953065410687,59,31,0.675461468360287,0.9765877558235878,0.6415929046497425,0.4215878833208321,0.4578190309377076,0.4684702951816361,0.668671345165762,Neutral,Feedback,"New Asset, No Feedback",A
3285,255,2023-08-11 16:32:30.252654,24.885170003384864,58,90,0.9315126084640653,0.10714735068518477,0.6170191733707355,0.6832333990144054,0.7471788992191544,0.7457518264421327,0.012179396156377198,Neutral,Feedback,Negative Feedback Given,A
3067,242,2023-08-11 16:29:58.465772,64.04212170273159,74,32,0.6188164389268025,0.774684300531151,0.527744156931908,0.3721544746623484,0.44208340438862437,0.9290034694229579,0.25562450356301614,Neutral,Onboarding,Signup-Login,B
3232,185,2023-08-11 16:37:12.551301,276.42646906680665,7,25,0.26528998711091556,0.7320503038916123,0.3984430223800375,0.5127636382260414,0.9630044314970887,0.08741011007027644,0.830465589816713,Negative,Feedback,Negative Feedback Given,B
3012,283,2023-08-11 16:31:34.241646,272.5240703370645,78,31,0.3770552157497265,0.8895030245558404,0.09959279991588288,0.20434997146202105,0.44572479099204065,0.06266985798258273,0.730373132565056,Positive,Engagement,Near Top Contributor,A
3145,74,2023-08-11 16:30:50.233136,130.58416724213131,24,57,0.5868839370960098,0.32908950117563085,0.22552550044713893,0.0928400770678195,0.1756060719492204,0.03801399630460589,0.3477609478665272,Positive,Feedback,Used New Asset,A
3207,307,2023-08-11 16:45:02.642838,288.44098959560796,99,88,1.2556918224894857,0.9354855616981348,0.41564879386772735,0.9253288457012389,0.8276545008118046,0.46407000107857155,0.2565548966837361,Neutral,Engagement,Near Top Contributor,B
3135,99,2023-08-11 16:39:40.580301,169.8359367856282,62,67,0.6799264882982609,0.0859819898657408,0.3094391604148512,0.6569352449747997,0.12239062248533938,0.9411074664182679,0.6591392344968877,Positive,Feedback,Frequent Portal Usage,B
3206,14,2023-08-11 16:36:22.541773,12.353398002024825,11,32,0.3166900962723338,0.0773007145203839,0.5514417958224196,0.7998856659348658,0.08117881685647776,0.7305489626468482,0.33256810647515234,Neutral,Onboarding,Signup-Login,B
3290,135,2023-08-11 16:41:09.395212,185.03724899967702,2,55,0.5537586474484812,0.5723153203187235,0.7072931341177581,0.4337246483755516,0.7607201315191858,0.28386251049915223,0.1240986388475056,Positive,Feedback,"New Asset, No Feedback",A
3227,137,2023-08-11 16:36:12.334673,16.121776642652307,60,21,0.465731287856565,0.7048473092893182,0.6174177087956673,0.5379838594756077,0.20095074842841587,0.6398018985949095,0.6628061781697471,Neutral,Onboarding,Signup-Login,A
3136,183,2023-08-11 16:34:26.518761,103.85585430510234,38,2,0.027839694355644092,0.07500976615069599,0.5360009566360251,0.7438322081606588,0.24057715259170853,0.5804180541903146,0.34895776527086186,Negative,Engagement,"Used, Not Rated",B
3179,67,2023-08-11 16:37:03.549301,298.61432430174006,77,88,1.2586256096002746,0.6504082366198494,0.7715979451633751,0.7801707747497164,0.14732681661830638,0.7625747931464504,0.0693500469401036,Positive,Onboarding,Signup-Login,B
3118,232,2023-08-11 16:30:58.234135,157.85462507412876,92,1,0.2274239783410067,0.2501626512369416,0.9710489445433541,0.6062585830968704,0.7327700808375616,0.4720325298758694,0.903761382978953,Neutral,Engagement,"Used, No Feedback",A
3177,242,2023-08-11 16:33:48.511763,75.06493046366356,91,83,0.929378133623226,0.991087416439204,0.12026325519371694,0.9086039359857756,0.06360636198709058,0.4643159018447326,0.45250183643016684,Positive,Feedback,Negative Feedback Given,B
3188,95,2023-08-11 16:39:08.574302,259.9675476942641,95,76,0.8313240893229505,0.44868071576527524,0.17931564661260613,0.5108609713603887,0.9894473527929845,0.7028748693406648,0.6211689757372296,Positive,Onboarding,Signup-Login,B
3029,63,2023-08-11 16:41:26.601300,78.91975527191626,46,22,0.454035355956981,0.5613104161556737,0.9395757397107201,0.8565722797746667,0.8000483743401349,0.02733625982494492,0.7505599604940761,Neutral,Feedback,Frequent Portal Usage,B
3085,278,2023-08-11 16:33:05.502760,220.48402305328239,15,25,0.296428851169137,0.6297147031055687,0.5646614325550683,0.6907489784350042,0.7130552730748668,0.231602834573299,0.07721598071887004,Neutral,Engagement,Long User Inactivity,B
3146,284,2023-08-11 16:31:15.481760,60.28700747224222,11,15,0.20253626547846373,0.9238662559773191,0.523940106762711,0.07092988485707452,0.27618042759031636,0.7874660049992549,0.3820770795249183,Neutral,Onboarding,Signup-Login,B
3067,261,2023-08-11 16:38:00.561301,66.42122823142515,92,80,0.9795310097217645,0.37072873227376424,0.5546505315727509,0.9643887629175988,0.8184786972839373,0.5155650058152073,0.2589350263810202,Negative,Feedback,"New Asset, No Feedback",B
3299,9,2023-08-11 16:34:35.315658,207.78368579626078,20,100,1.075754340734642,0.7875620425694296,0.5122007421774142,0.4923631808322415,0.48720993553832037,0.6377118351367872,0.25802978826438394,Neutral,Feedback,Used New Asset,A
3072,217,2023-08-11 16:41:05.394213,227.57600640523327,58,38,0.7440421902594733,0.8413199020177288,0.7562607372025278,0.49869911479166906,0.0072988740178761,0.9075134047090545,0.22528807332546308,Positive,Engagement,Long User Inactivity,A
3000,236,2023-08-11 16:37:27.350213,246.86655359536041,29,52,0.5214751538154174,0.5398909940459234,0.04221427836770386,0.5134267710735113,0.48194160445536316,0.5399397270924128,0.6646678821846268,Neutral,Feedback,Negative Feedback Given,A
3095,6,2023-08-11 16:44:00.631312,100.0790925088972,25,21,0.2510621919848928,0.2524727985612272,0.7198304864071638,0.4372212363333632,0.5534539199748398,0.2681325489317117,0.28265419692922233,Neutral,Feedback,Negative Feedback Given,B
3246,208,2023-08-11 16:34:01.270655,88.75514330239334,73,12,0.819152961358563,0.9804124508269331,0.9806948121279789,0.273138375974202,0.8198517781474008,0.5918644486590986,0.20343453303237713,Positive,Feedback,Used New Asset,A
3137,276,2023-08-11 16:30:39.474761,211.50983500512453,42,35,0.5786176969993162,0.6632265218468596,0.841951103479831,0.5912109809626339,0.9869030866335813,0.6805869448635332,0.6898944716815179,Neutral,Onboarding,Signup-Login,B
3254,232,2023-08-11 16:34:22.518761,76.94874165305204,35,57,0.5872784348106601,0.27979500170368066,0.26919239575801956,0.9083105579746465,0.8561869088347375,0.7986500094711304,0.5108307255356197,Neutral,Feedback,Frequent Portal Usage,B
3029,250,2023-08-11 16:30:38.230136,108.7279109349826,4,84,0.8327282677800075,0.21764961829237472,0.25191808264901216,0.9464927201172683,0.784336796788484,0.7512558221415836,0.8271749772640667,Negative,Engagement,Long User Inactivity,A
3192,156,2023-08-11 16:42:16.408212,104.43982373311455,78,2,0.18379830539361758,0.8191839656815957,0.26842174688837495,0.7713391657518834,0.8426652523494379,0.036543924028603625,0.7985985588025105,Positive,Engagement,Near Top Contributor,A
3211,238,2023-08-11 16:37:40.352211,90.32980202932734,58,52,0.9722561536665524,0.8225870235569889,0.9510003049475992,0.14665422776557224,0.04581300755582329,0.613936738819486,0.40773095532176773,Neutral,Onboarding,Signup-Login,A
3234,184,2023-08-11 16:41:17.599300,180.4310717180804,26,49,0.5223109774926166,0.5035819482605527,0.2620624404299514,0.20012002299672293,0.4085727645851086,0.0308957370026971,0.09183945266620785,Negative,Engagement,"Used, No Feedback",B
3206,240,2023-08-11 16:32:55.500760,212.6116738268537,84,96,1.336613017526763,0.4610505797320916,0.9920729962659637,0.7599479727816344,0.8737106723006618,0.189347510144804,0.8192087510908372,Neutral,Feedback,"New Asset, No Feedback",B
3244,69,2023-08-11 16:37:31.555307,15.834713125186326,45,46,0.6169965477963808,0.8133661507888251,0.45579803822884957,0.983226535470295,0.13352789688642697,0.2944022653565349,0.9216132050182726,Positive,Engagement,Near Top Contributor,B
3233,220,2023-08-11 16:42:53.618302,47.69163046780706,76,53,0.6297449101472794,0.2623663046114917,0.5271594684924213,0.5369839936599701,0.059111379056062896,0.6056247378827239,0.875797090867692,Negative,Engagement,"Used, Not Rated",B
3275,256,2023-08-11 16:41:16.396210,47.54915934999712,75,82,0.844474112578999,0.0388979553800034,0.9544933998762589,0.3371768680171795,0.7065348194701471,0.259511342847921,0.029490922823601107,Neutral,Engagement,Long User Inactivity,A
3259,122,2023-08-11 16:43:30.423209,130.13850362837067,47,72,0.8694766074711784,0.8486778095240322,0.38221545824076275,0.29809481258391857,0.015065666754658591,0.7266029895236623,0.8674264532313867,Positive,Feedback,"New Asset, No Feedback",A
3172,159,2023-08-11 16:29:50.463765,201.40361576088029,35,11,0.2374100488557559,0.9498778326622541,0.384376955071395,0.037885329723078676,0.20803763193628355,0.9925589717558418,0.47049321932702737,Positive,Engagement,Long User Inactivity,B
3050,52,2023-08-11 16:42:18.611300,173.76130045768593,77,93,0.9810653461762117,0.12523043972621506,0.6307310337597454,0.9754431847949699,0.6442144960485399,0.6883663479970649,0.9746030932577149,Neutral,Engagement,"Used, No Feedback",B
3299,5,2023-08-11 16:40:23.589304,11.31758754822632,47,3,0.07029780217120674,0.17011168658724363,0.6009294415773181,0.7748004617317845,0.36760003891345505,0.14958485403812738,0.24684695808138868,Neutral,Engagement,"Used, Not Rated",B
3142,66,2023-08-11 16:34:50.318658,250.04816048234733,39,73,0.728763557564927,0.28377416296242064,0.02366859892248907,0.3855891805684867,0.3454909268645038,0.24384488301027063,0.4680427262985848,Neutral,Feedback,Used New Asset,A
3192,245,2023-08-11 16:28:35.205124,179.28132662981972,3,61,0.6082505894931105,0.7672265785848117,0.02356174281616663,0.22917263666797472,0.84851588414618,0.014504493075208957,0.7497728710991219,Neutral,Engagement,Near Top Contributor,A
3273,112,2023-08-11 16:32:14.492760,221.70185116047656,83,17,0.6573695460053376,0.6739344876557781,0.8780035476933351,0.37554569866328236,0.2062080168699436,0.22970741527144112,0.4884601319382569,Positive,Engagement,Long User Inactivity,B
3228,145,2023-08-11 16:39:07.574302,60.43713947998143,13,51,0.5272750312358712,0.2416253789954388,0.83761595272453,0.9035574127988637,0.4520783028160569,0.7500864067595595,0.9345652683131616,Neutral,Onboarding,Signup-Login,B
3196,49,2023-08-11 16:41:10.598301,282.31532028716236,19,29,0.38224326428200683,0.8231945901200286,0.6330658277368197,0.6772644988726642,0.7200876302301954,0.4019959531669519,0.5798263509375284,Positive,Engagement,"Used, Not Rated",B
3272,246,2023-08-11 16:35:00.320659,218.26534794988277,61,63,0.7461396792452443,0.25057969181784123,0.769474385747995,0.1477259964653399,0.050440036716450476,0.814746112082161,0.5157909753962331,Positive,Engagement,New Assets Added,A
3108,191,2023-08-11 16:28:54.452761,59.01614796547144,42,27,0.32540764732514127,0.2624449008687767,0.5468645327974266,0.48715120763003694,0.0016234097995866392,0.5630344251710293,0.5809810625164543,Positive,Feedback,Frequent Portal Usage,B
3270,34,2023-08-11 16:39:45.378209,185.3311727369428,55,7,0.23442078770919025,0.3424473649531268,0.8905140020701081,0.3304007695334259,0.6864067421227172,0.5425776978823778,0.3377068950024589,Positive,Engagement,Near Top Contributor,A
3194,147,2023-08-11 16:33:30.507760,151.76830120480253,62,49,0.499690909522651,0.09006589689285172,0.2609669931001821,0.48817107790081005,0.9002509779088997,0.7863021622928162,0.9921835238482091,Positive,Onboarding,Signup-Login,B
3008,74,2023-08-11 16:42:03.406215,108.82802308401375,42,46,0.5258791198774952,0.4167902921384191,0.42842305764881683,0.9117160092144435,0.4510872546457947,0.4930288297331953,0.7543141609638317,Positive,Onboarding,Signup-Login,A
3290,237,2023-08-11 16:30:15.226127,209.57048508211187,3,15,0.14750508463536313,0.6545330874877215,0.16933479097500004,0.5819972071315513,0.18184561192216586,0.618227422735522,0.8212476121205571,Neutral,Engagement,Long User Inactivity,A
3260,108,2023-08-11 16:38:51.571300,217.9901576863285,100,67,1.1981554703129564,0.8084774972377136,0.6534675641578778,0.015835048342958125,0.9623172676302257,0.7111848278222477,0.3076255787204575,Negative,Engagement,Long User Inactivity,B
3009,168,2023-08-11 16:33:28.263655,52.78071875738115,57,38,0.4223297159963192,0.13687061508348797,0.5856463674984681,0.33602177720084503,0.01130815434312804,0.12951918549731511,0.30377772898145017,Positive,Onboarding,Signup-Login,A
3063,58,2023-08-11 16:39:19.373211,170.75428056144295,93,8,0.8069680470009749,0.8208080173429829,0.960762862951907,0.643168342800535,0.4680788967396927,0.023362798355664904,0.06904620997395694,Negative,Onboarding,Signup-Login,A
3040,136,2023-08-11 16:37:23.349210,287.7019157462892,56,49,0.7978319827646831,0.5647207947722368,0.9775302863302681,0.1305758153119152,0.6082999404312129,0.5737546271810205,0.39113188085814543,Neutral,Feedback,Frequent Portal Usage,A
3220,111,2023-08-11 16:30:51.233136,218.77148697546272,51,26,0.47931654128013984,0.9725648073171608,0.4501865418440426,0.3979608255778647,0.7613855388633369,0.657373825855752,0.061862781872698,Neutral,Feedback,Frequent Portal Usage,A
3196,189,2023-08-11 16:35:07.321660,67.70291903691341,71,51,0.5223763201580914,0.9002544391639387,0.03170027071585568,0.7885879540508421,0.9311213403298785,0.7613321091262176,0.814894372681753,Positive,Engagement,Long User Inactivity,A
