userId,activity,interaction_date,last_inactive_date
3000,Rating/Reviewing Content,09-09-2021,13-09-2021
3000,Rating/Reviewing Content,11-09-2021,14-11-2021
3000,Rating/Reviewing Content,13-09-2021,16-09-2021
3000,Rating/Reviewing Content,16-09-2021,21-09-2021
3000,Rating/Reviewing Content,21-09-2021,30-09-2021
3000,Rating/Reviewing Content,30-09-2021,10-04-2021
3000,Rating/Reviewing Content,06-10-2021,15-06-2021
3000,Rating/Reviewing Content,08-10-2021,08-12-2021
3000,Rating/Reviewing Content,10-10-2021,10-10-2021
3000,Rating/Reviewing Content,10-10-2021,10-11-2021
3000,Rating/Reviewing Content,13-10-2021,21-10-2021
3000,Rating/Reviewing Content,21-10-2021,30-10-2021
3000,Rating/Reviewing Content,30-10-2021,11-05-2021
3000,Rating/Reviewing Content,10-11-2021,13-10-2021
3000,Rating/Reviewing Content,14-11-2021,14-11-2021
3000,Rating/Reviewing Content,14-11-2021,15-11-2021
3000,Rating/Reviewing Content,15-11-2021,15-11-2021
3000,Rating/Reviewing Content,15-11-2021,17-11-2021
3000,Rating/Reviewing Content,17-11-2021,18-11-2021
3000,Rating/Reviewing Content,18-11-2021,21-11-2021
3000,Rating/Reviewing Content,21-11-2021,28-11-2021
3000,Rating/Reviewing Content,28-11-2021,12-03-2021
3000,Rating/Reviewing Content,05-12-2021,16-05-2021
3000,Rating/Reviewing Content,08-12-2021,14-08-2021
3000,Rating/Reviewing Content,12-12-2021,20-12-2021
3000,Rating/Reviewing Content,20-12-2021,20-12-2021
3000,Rating/Reviewing Content,20-12-2021,24-12-2021
3000,Rating/Reviewing Content,24-12-2021,17-01-2022
3000,Rating/Reviewing Content,02-01-2022,02-08-2022
3000,Rating/Reviewing Content,04-01-2022,04-04-2022
3000,Rating/Reviewing Content,09-01-2022,09-03-2022
3000,Rating/Reviewing Content,12-01-2022,12-05-2022
3000,Rating/Reviewing Content,17-01-2022,24-01-2022
3000,Rating/Reviewing Content,24-01-2022,27-01-2022
3000,Rating/Reviewing Content,27-01-2022,28-01-2022
3000,Rating/Reviewing Content,28-01-2022,30-01-2022
3000,Rating/Reviewing Content,30-01-2022,02-01-2022
3000,Rating/Reviewing Content,10-02-2022,10-03-2022
3000,Rating/Reviewing Content,23-02-2022,03-05-2022
3000,Rating/Reviewing Content,09-03-2022,09-05-2022
3000,Rating/Reviewing Content,10-03-2022,10-04-2022
3000,Rating/Reviewing Content,14-03-2022,27-03-2022
3000,Rating/Reviewing Content,27-03-2022,27-03-2022
3000,Rating/Reviewing Content,27-03-2022,04-01-2022
3000,Rating/Reviewing Content,04-04-2022,04-08-2022
3000,Rating/Reviewing Content,10-04-2022,10-10-2022
3000,Rating/Reviewing Content,17-04-2022,23-04-2022
3000,Rating/Reviewing Content,23-04-2022,26-04-2022
3000,Rating/Reviewing Content,26-04-2022,27-04-2022
3000,Rating/Reviewing Content,27-04-2022,29-04-2022
3000,Rating/Reviewing Content,29-04-2022,26-05-2022
3000,Rating/Reviewing Content,03-05-2022,03-05-2022
3000,Rating/Reviewing Content,03-05-2022,03-12-2022
3000,Rating/Reviewing Content,06-05-2022,06-05-2022
3000,Rating/Reviewing Content,06-05-2022,06-06-2022
3000,Rating/Reviewing Content,09-05-2022,09-08-2022
3000,Rating/Reviewing Content,12-05-2022,12-09-2022
3000,Rating/Reviewing Content,26-05-2022,31-05-2022
3000,Rating/Reviewing Content,31-05-2022,06-05-2022
3000,Rating/Reviewing Content,06-06-2022,06-07-2022
3000,Rating/Reviewing Content,08-06-2022,13-08-2022
3000,Rating/Reviewing Content,14-06-2022,22-06-2022
3000,Rating/Reviewing Content,22-06-2022,22-06-2022
3000,Rating/Reviewing Content,22-06-2022,26-06-2022
3000,Rating/Reviewing Content,26-06-2022,07-10-2022
3000,Rating/Reviewing Content,06-07-2022,06-07-2022
3000,Rating/Reviewing Content,06-07-2022,14-06-2022
3000,Rating/Reviewing Content,20-07-2022,21-07-2022
3000,Rating/Reviewing Content,21-07-2022,22-07-2022
3000,Rating/Reviewing Content,22-07-2022,22-07-2022
3000,Rating/Reviewing Content,22-07-2022,29-07-2022
3000,Rating/Reviewing Content,29-07-2022,31-07-2022
3000,Rating/Reviewing Content,31-07-2022,08-06-2022
3000,Rating/Reviewing Content,02-08-2022,02-10-2022
3000,Rating/Reviewing Content,04-08-2022,17-04-2022
3000,Rating/Reviewing Content,09-08-2022,09-12-2022
3000,Rating/Reviewing Content,13-08-2022,13-08-2022
3000,Rating/Reviewing Content,13-08-2022,25-08-2022
3000,Rating/Reviewing Content,25-08-2022,27-08-2022
3000,Rating/Reviewing Content,27-08-2022,28-08-2022
3000,Rating/Reviewing Content,28-08-2022,29-08-2022
3000,Rating/Reviewing Content,29-08-2022,29-08-2022
3000,Rating/Reviewing Content,29-08-2022,31-08-2022
3000,Rating/Reviewing Content,31-08-2022,09-01-2022
3000,Rating/Reviewing Content,12-09-2022,12-11-2022
3000,Rating/Reviewing Content,13-09-2022,16-09-2022
3000,Rating/Reviewing Content,16-09-2022,25-09-2022
3000,Rating/Reviewing Content,25-09-2022,26-09-2022
3000,Rating/Reviewing Content,26-09-2022,27-09-2022
3000,Rating/Reviewing Content,27-09-2022,29-09-2022
3000,Rating/Reviewing Content,29-09-2022,29-09-2022
3000,Rating/Reviewing Content,29-09-2022,10-02-2022
3000,Rating/Reviewing Content,02-10-2022,23-02-2022
3000,Rating/Reviewing Content,07-10-2022,20-07-2022
3000,Rating/Reviewing Content,10-10-2022,13-10-2022
3000,Rating/Reviewing Content,13-10-2022,24-10-2022
3000,Rating/Reviewing Content,24-10-2022,30-10-2022
3000,Rating/Reviewing Content,30-10-2022,11-11-2022
3000,Rating/Reviewing Content,11-11-2022,11-11-2022
3000,Rating/Reviewing Content,11-11-2022,19-11-2022
3000,Rating/Reviewing Content,12-11-2022,12-11-2022
3000,Rating/Reviewing Content,12-11-2022,27-12-2022
3000,Rating/Reviewing Content,19-11-2022,24-11-2022
3000,Rating/Reviewing Content,24-11-2022,27-11-2022
3000,Rating/Reviewing Content,27-11-2022,30-11-2022
3000,Rating/Reviewing Content,30-11-2022,12-01-2022
3000,Rating/Reviewing Content,03-12-2022,14-03-2022
3000,Rating/Reviewing Content,09-12-2022,13-09-2022
3000,Rating/Reviewing Content,27-12-2022,30-12-2022
3000,Rating/Reviewing Content,30-12-2022,01-01-2023
3000,Rating/Reviewing Content,01-01-2023,01-01-2023
3000,Rating/Reviewing Content,01-01-2023,29-07-2023
3000,Rating/Reviewing Content,13-01-2023,17-01-2023
3000,Rating/Reviewing Content,17-01-2023,27-01-2023
3000,Rating/Reviewing Content,27-01-2023,29-01-2023
3000,Rating/Reviewing Content,29-01-2023,29-01-2023
3000,Rating/Reviewing Content,29-01-2023,17-02-2023
3000,Rating/Reviewing Content,03-02-2023,03-02-2023
3000,Rating/Reviewing Content,03-02-2023,29-07-2023
3000,Rating/Reviewing Content,05-02-2023,16-05-2023
3000,Rating/Reviewing Content,06-02-2023,29-07-2023
3000,Rating/Reviewing Content,17-02-2023,03-02-2023
3000,Rating/Reviewing Content,14-03-2023,31-03-2023
3000,Rating/Reviewing Content,31-03-2023,04-07-2023
3000,Rating/Reviewing Content,27-04-2023,05-02-2023
3000,Making or Receiving Payments,05-05-2023,29-07-2023
3000,Rating/Reviewing Content,16-05-2023,20-05-2023
3000,Rating/Reviewing Content,20-05-2023,21-05-2023
3000,Rating/Reviewing Content,21-05-2023,21-05-2023
3000,Rating/Reviewing Content,21-05-2023,23-05-2023
3000,Rating/Reviewing Content,23-05-2023,24-05-2023
3000,Rating/Reviewing Content,24-05-2023,29-05-2023
3000,Rating/Reviewing Content,29-05-2023,06-02-2023
3000,Rating/Reviewing Content,17-06-2023,18-06-2023
3000,Rating/Reviewing Content,18-06-2023,19-06-2023
3000,Rating/Reviewing Content,19-06-2023,20-06-2023
3000,Rating/Reviewing Content,20-06-2023,22-06-2023
3000,Rating/Reviewing Content,22-06-2023,13-07-2023
3000,Rating/Reviewing Content,04-07-2023,29-07-2023
3000,Rating/Reviewing Content,13-07-2023,14-07-2023
3000,Rating/Reviewing Content,14-07-2023,14-07-2023
3000,Rating/Reviewing Content,14-07-2023,16-07-2023
3000,Rating/Reviewing Content,16-07-2023,17-07-2023
3000,Rating/Reviewing Content,17-07-2023,19-07-2023
3000,Rating/Reviewing Content,19-07-2023,23-07-2023
3000,Rating/Reviewing Content,23-07-2023,25-07-2023
3000,Rating/Reviewing Content,25-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,13-01-2023
3000,Rating/Reviewing Content,29-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,14-03-2023
3000,Rating/Reviewing Content,29-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,29-07-2023
3000,Rating/Reviewing Content,29-07-2023,27-04-2023
3000,Rating/Reviewing Content,29-07-2023,17-06-2023
3001,Making or Receiving Payments,23-09-2021,02-10-2021
3001,Using Filters or Sort Options,02-10-2021,10-10-2021
3001,Commenting on Content,10-10-2021,13-12-2021
3001,Password Change,13-12-2021,10-07-2022
3001,Private Messaging,10-07-2022,16-07-2022
3001,Following or Unfollowing Other Users,16-07-2022,04-09-2022
3001,Submitting Support Tickets,04-09-2022,15-09-2022
3001,Password Change,15-09-2022,08-10-2022
3001,Private Messaging,08-10-2022,02-04-2023
3001,Commenting on Content,02-04-2023,28-04-2023
3001,Viewing/Reading/Watching Content,28-04-2023,26-07-2023
3001,Requesting or Processing Refunds,26-07-2023,29-07-2023
3002,Liking or Disliking Content,01-01-2021,31-01-2021
3002,Reporting Content,31-01-2021,26-02-2021
3002,Using Filters or Sort Options,26-02-2021,01-03-2021
3002,Purchasing Items,01-03-2021,24-03-2021
3002,Using Filters or Sort Options,24-03-2021,18-05-2021
3002,Submitting Support Tickets,18-05-2021,21-05-2021
3002,Completing Lessons or Courses,21-05-2021,12-06-2021
3002,Purchasing Items,12-06-2021,30-10-2021
3002,Earning Badges or Certificates,30-10-2021,19-11-2021
3002,Following or Unfollowing Other Users,19-11-2021,24-04-2022
3002,Earning Badges or Certificates,24-04-2022,03-08-2022
3002,Making or Receiving Payments,03-08-2022,19-10-2022
3002,Passing or Failing Quizzes or Tests,19-10-2022,29-07-2023
3003,Earning Badges or Certificates,30-06-2021,09-03-2022
3003,Login,09-03-2022,29-07-2023
3004,Rating/Reviewing Content,02-01-2021,02-05-2021
3004,Rating/Reviewing Content,03-01-2021,03-02-2021
3004,Rating/Reviewing Content,08-01-2021,08-02-2021
3004,Rating/Reviewing Content,14-01-2021,19-01-2021
3004,Rating/Reviewing Content,19-01-2021,25-01-2021
3004,Rating/Reviewing Content,25-01-2021,29-01-2021
3004,Rating/Reviewing Content,29-01-2021,31-01-2021
3004,Rating/Reviewing Content,31-01-2021,02-01-2021
3004,Rating/Reviewing Content,03-02-2021,03-04-2021
3004,Rating/Reviewing Content,04-02-2021,04-07-2021
3004,Rating/Reviewing Content,08-02-2021,08-06-2021
3004,Rating/Reviewing Content,15-02-2021,22-02-2021
3004,Rating/Reviewing Content,22-02-2021,24-02-2021
3004,Rating/Reviewing Content,24-02-2021,26-02-2021
3004,Rating/Reviewing Content,26-02-2021,03-01-2021
3004,Rating/Reviewing Content,09-03-2021,09-05-2021
3004,Rating/Reviewing Content,14-03-2021,18-03-2021
3004,Rating/Reviewing Content,18-03-2021,19-03-2021
3004,Rating/Reviewing Content,19-03-2021,21-03-2021
3004,Rating/Reviewing Content,21-03-2021,28-03-2021
3004,Rating/Reviewing Content,28-03-2021,04-02-2021
3004,Rating/Reviewing Content,03-04-2021,03-05-2021
3004,Rating/Reviewing Content,05-04-2021,13-05-2021
3004,Rating/Reviewing Content,07-04-2021,07-06-2021
3004,Rating/Reviewing Content,12-04-2021,12-05-2021
3004,Rating/Reviewing Content,16-04-2021,05-04-2021
3004,Rating/Reviewing Content,02-05-2021,15-02-2021
3004,Rating/Reviewing Content,03-05-2021,03-07-2021
3004,Rating/Reviewing Content,09-05-2021,09-06-2021
3004,Rating/Reviewing Content,12-05-2021,12-07-2021
3004,Rating/Reviewing Content,13-05-2021,19-05-2021
3004,Rating/Reviewing Content,19-05-2021,21-05-2021
3004,Rating/Reviewing Content,21-05-2021,28-05-2021
3004,Rating/Reviewing Content,28-05-2021,06-08-2021
3004,Rating/Reviewing Content,07-06-2021,07-11-2021
3004,Rating/Reviewing Content,08-06-2021,14-08-2021
3004,Rating/Reviewing Content,09-06-2021,09-07-2021
3004,Rating/Reviewing Content,10-06-2021,10-06-2021
3004,Rating/Reviewing Content,10-06-2021,10-06-2021
3004,Rating/Reviewing Content,10-06-2021,10-11-2021
3004,Rating/Reviewing Content,03-07-2021,03-08-2021
3004,Rating/Reviewing Content,04-07-2021,04-08-2021
3004,Rating/Reviewing Content,09-07-2021,09-07-2021
3004,Rating/Reviewing Content,09-07-2021,14-09-2021
3004,Rating/Reviewing Content,12-07-2021,12-10-2021
3004,Rating/Reviewing Content,13-07-2021,14-07-2021
3004,Rating/Reviewing Content,14-07-2021,08-01-2021
3004,Rating/Reviewing Content,03-08-2021,14-03-2021
3004,Rating/Reviewing Content,04-08-2021,04-10-2021
3004,Rating/Reviewing Content,06-08-2021,06-09-2021
3004,Rating/Reviewing Content,14-08-2021,20-08-2021
3004,Rating/Reviewing Content,20-08-2021,20-08-2021
3004,Rating/Reviewing Content,20-08-2021,21-08-2021
3004,Rating/Reviewing Content,21-08-2021,09-03-2021
3004,Rating/Reviewing Content,06-09-2021,07-04-2021
3004,Rating/Reviewing Content,14-09-2021,16-09-2021
3004,Rating/Reviewing Content,16-09-2021,21-09-2021
3004,Rating/Reviewing Content,21-09-2021,22-09-2021
3004,Rating/Reviewing Content,22-09-2021,25-09-2021
3004,Rating/Reviewing Content,25-09-2021,29-09-2021
3004,Rating/Reviewing Content,29-09-2021,10-06-2021
3004,Rating/Reviewing Content,01-10-2021,14-01-2021
3004,Rating/Reviewing Content,04-10-2021,16-04-2021
3004,Rating/Reviewing Content,12-10-2021,12-11-2021
3004,Rating/Reviewing Content,17-10-2021,23-10-2021
3004,Rating/Reviewing Content,23-10-2021,31-10-2021
3004,Rating/Reviewing Content,31-10-2021,11-11-2021
3004,Rating/Reviewing Content,07-11-2021,07-12-2021
3004,Rating/Reviewing Content,10-11-2021,17-10-2021
3004,Rating/Reviewing Content,11-11-2021,18-11-2021
3004,Rating/Reviewing Content,12-11-2021,12-11-2021
3004,Rating/Reviewing Content,12-11-2021,17-12-2021
3004,Rating/Reviewing Content,18-11-2021,19-11-2021
3004,Rating/Reviewing Content,19-11-2021,20-11-2021
3004,Rating/Reviewing Content,20-11-2021,24-11-2021
3004,Rating/Reviewing Content,24-11-2021,27-11-2021
3004,Rating/Reviewing Content,27-11-2021,30-11-2021
3004,Rating/Reviewing Content,30-11-2021,12-04-2021
3004,Rating/Reviewing Content,07-12-2021,13-07-2021
3004,Rating/Reviewing Content,17-12-2021,25-12-2021
3004,Rating/Reviewing Content,25-12-2021,01-05-2022
3004,Rating/Reviewing Content,05-01-2022,05-03-2022
3004,Rating/Reviewing Content,09-01-2022,09-04-2022
3004,Rating/Reviewing Content,11-01-2022,11-02-2022
3004,Rating/Reviewing Content,16-01-2022,18-01-2022
3004,Rating/Reviewing Content,18-01-2022,19-01-2022
3004,Rating/Reviewing Content,19-01-2022,20-01-2022
3004,Rating/Reviewing Content,20-01-2022,31-01-2022
3004,Rating/Reviewing Content,31-01-2022,02-05-2022
3004,Rating/Reviewing Content,03-02-2022,03-05-2022
3004,Rating/Reviewing Content,06-02-2022,06-03-2022
3004,Rating/Reviewing Content,11-02-2022,11-10-2022
3004,Rating/Reviewing Content,15-02-2022,17-02-2022
3004,Rating/Reviewing Content,17-02-2022,17-02-2022
3004,Rating/Reviewing Content,17-02-2022,21-02-2022
3004,Rating/Reviewing Content,21-02-2022,03-02-2022
3004,Rating/Reviewing Content,05-03-2022,05-05-2022
3004,Rating/Reviewing Content,06-03-2022,06-08-2022
3004,Rating/Reviewing Content,08-03-2022,08-08-2022
3004,Rating/Reviewing Content,31-03-2022,04-04-2022
3004,Rating/Reviewing Content,04-04-2022,04-11-2022
3004,Rating/Reviewing Content,07-04-2022,07-04-2022
3004,Rating/Reviewing Content,07-04-2022,14-07-2022
3004,Rating/Reviewing Content,09-04-2022,09-04-2022
3004,Rating/Reviewing Content,09-04-2022,09-05-2022
3004,Rating/Reviewing Content,16-04-2022,19-04-2022
3004,Rating/Reviewing Content,19-04-2022,05-01-2022
3004,Rating/Reviewing Content,01-05-2022,01-07-2022
3004,Rating/Reviewing Content,02-05-2022,02-11-2022
3004,Rating/Reviewing Content,03-05-2022,03-11-2022
3004,Rating/Reviewing Content,05-05-2022,05-06-2022
3004,Rating/Reviewing Content,09-05-2022,21-09-2022
3004,Rating/Reviewing Content,16-05-2022,22-05-2022
3004,Rating/Reviewing Content,22-05-2022,31-05-2022
3004,Rating/Reviewing Content,31-05-2022,06-02-2022
3004,Rating/Reviewing Content,05-06-2022,16-05-2022
3004,Rating/Reviewing Content,10-06-2022,10-10-2022
3004,Rating/Reviewing Content,12-06-2022,12-08-2022
3004,Rating/Reviewing Content,13-06-2022,15-06-2022
3004,Rating/Reviewing Content,15-06-2022,17-06-2022
3004,Rating/Reviewing Content,17-06-2022,18-06-2022
3004,Rating/Reviewing Content,18-06-2022,20-06-2022
3004,Rating/Reviewing Content,20-06-2022,26-06-2022
3004,Rating/Reviewing Content,26-06-2022,07-04-2022
3004,Rating/Reviewing Content,01-07-2022,01-08-2022
3004,Rating/Reviewing Content,14-07-2022,14-07-2022
3004,Rating/Reviewing Content,14-07-2022,14-07-2022
3004,Rating/Reviewing Content,14-07-2022,16-07-2022
3004,Rating/Reviewing Content,16-07-2022,16-07-2022
3004,Rating/Reviewing Content,16-07-2022,25-07-2022
3004,Rating/Reviewing Content,25-07-2022,25-07-2022
3004,Rating/Reviewing Content,25-07-2022,27-07-2022
3004,Rating/Reviewing Content,27-07-2022,08-03-2022
3004,Following or Unfollowing Other Users,31-07-2022,28-03-2023
3004,Rating/Reviewing Content,01-08-2022,01-08-2022
3004,Rating/Reviewing Content,01-08-2022,16-01-2022
3004,Rating/Reviewing Content,06-08-2022,13-06-2022
3004,Rating/Reviewing Content,08-08-2022,15-08-2022
3004,Rating/Reviewing Content,12-08-2022,12-11-2022
3004,Rating/Reviewing Content,15-08-2022,19-08-2022
3004,Rating/Reviewing Content,19-08-2022,22-08-2022
3004,Rating/Reviewing Content,22-08-2022,25-08-2022
3004,Rating/Reviewing Content,25-08-2022,26-08-2022
3004,Rating/Reviewing Content,26-08-2022,30-08-2022
3004,Rating/Reviewing Content,30-08-2022,09-01-2022
3004,Rating/Reviewing Content,21-09-2022,22-09-2022
3004,Rating/Reviewing Content,22-09-2022,25-09-2022
3004,Rating/Reviewing Content,25-09-2022,26-09-2022
3004,Rating/Reviewing Content,26-09-2022,30-09-2022
3004,Rating/Reviewing Content,30-09-2022,10-06-2022
3004,Rating/Reviewing Content,10-10-2022,10-10-2022
3004,Rating/Reviewing Content,10-10-2022,19-10-2022
3004,Rating/Reviewing Content,11-10-2022,17-11-2022
3004,Rating/Reviewing Content,19-10-2022,20-10-2022
3004,Rating/Reviewing Content,20-10-2022,21-10-2022
3004,Rating/Reviewing Content,21-10-2022,22-10-2022
3004,Rating/Reviewing Content,22-10-2022,11-01-2022
3004,Rating/Reviewing Content,02-11-2022,02-12-2022
3004,Rating/Reviewing Content,03-11-2022,03-11-2022
3004,Rating/Reviewing Content,03-11-2022,31-03-2022
3004,Rating/Reviewing Content,04-11-2022,16-04-2022
3004,Rating/Reviewing Content,12-11-2022,15-12-2022
3004,Rating/Reviewing Content,17-11-2022,18-11-2022
3004,Rating/Reviewing Content,18-11-2022,19-11-2022
3004,Rating/Reviewing Content,19-11-2022,22-11-2022
3004,Rating/Reviewing Content,22-11-2022,23-11-2022
3004,Rating/Reviewing Content,23-11-2022,23-11-2022
3004,Rating/Reviewing Content,23-11-2022,24-11-2022
3004,Rating/Reviewing Content,24-11-2022,27-11-2022
3004,Rating/Reviewing Content,27-11-2022,28-11-2022
3004,Rating/Reviewing Content,28-11-2022,12-06-2022
3004,Rating/Reviewing Content,02-12-2022,15-02-2022
3004,Rating/Reviewing Content,15-12-2022,17-12-2022
3004,Rating/Reviewing Content,17-12-2022,21-12-2022
3004,Rating/Reviewing Content,21-12-2022,24-12-2022
3004,Rating/Reviewing Content,24-12-2022,30-12-2022
3004,Rating/Reviewing Content,30-12-2022,01-02-2023
3004,Rating/Reviewing Content,02-01-2023,02-02-2023
3004,Rating/Reviewing Content,05-01-2023,05-06-2023
3004,Rating/Reviewing Content,06-01-2023,06-03-2023
3004,Rating/Reviewing Content,13-01-2023,19-01-2023
3004,Rating/Reviewing Content,19-01-2023,21-01-2023
3004,Rating/Reviewing Content,21-01-2023,24-01-2023
3004,Rating/Reviewing Content,24-01-2023,28-01-2023
3004,Rating/Reviewing Content,28-01-2023,31-01-2023
3004,Rating/Reviewing Content,31-01-2023,02-01-2023
3004,Rating/Reviewing Content,01-02-2023,01-03-2023
3004,Rating/Reviewing Content,02-02-2023,02-07-2023
3004,Rating/Reviewing Content,04-02-2023,04-03-2023
3004,Rating/Reviewing Content,22-02-2023,23-02-2023
3004,Rating/Reviewing Content,23-02-2023,25-02-2023
3004,Rating/Reviewing Content,25-02-2023,28-02-2023
3004,Rating/Reviewing Content,28-02-2023,29-07-2023
3004,Rating/Reviewing Content,01-03-2023,01-06-2023
3004,Rating/Reviewing Content,04-03-2023,04-04-2023
3004,Rating/Reviewing Content,06-03-2023,06-03-2023
3004,Rating/Reviewing Content,06-03-2023,29-07-2023
3004,Keyword Search,28-03-2023,29-07-2023
3004,Rating/Reviewing Content,04-04-2023,04-05-2023
3004,Rating/Reviewing Content,16-04-2023,17-04-2023
3004,Rating/Reviewing Content,17-04-2023,23-04-2023
3004,Rating/Reviewing Content,23-04-2023,05-01-2023
3004,Rating/Reviewing Content,04-05-2023,29-07-2023
3004,Rating/Reviewing Content,13-05-2023,17-05-2023
3004,Rating/Reviewing Content,17-05-2023,22-05-2023
3004,Rating/Reviewing Content,22-05-2023,24-05-2023
3004,Rating/Reviewing Content,24-05-2023,26-05-2023
3004,Rating/Reviewing Content,26-05-2023,31-05-2023
3004,Rating/Reviewing Content,31-05-2023,06-01-2023
3004,Rating/Reviewing Content,01-06-2023,29-07-2023
3004,Rating/Reviewing Content,05-06-2023,13-05-2023
3004,Rating/Reviewing Content,07-06-2023,29-07-2023
3004,Rating/Reviewing Content,18-06-2023,20-06-2023
3004,Rating/Reviewing Content,20-06-2023,20-06-2023
3004,Rating/Reviewing Content,20-06-2023,23-06-2023
3004,Rating/Reviewing Content,23-06-2023,24-06-2023
3004,Rating/Reviewing Content,24-06-2023,24-06-2023
3004,Rating/Reviewing Content,24-06-2023,25-06-2023
3004,Rating/Reviewing Content,25-06-2023,27-06-2023
3004,Rating/Reviewing Content,27-06-2023,07-06-2023
3004,Rating/Reviewing Content,02-07-2023,22-02-2023
3004,Rating/Reviewing Content,13-07-2023,16-07-2023
3004,Rating/Reviewing Content,16-07-2023,19-07-2023
3004,Rating/Reviewing Content,19-07-2023,23-07-2023
3004,Rating/Reviewing Content,23-07-2023,24-07-2023
3004,Rating/Reviewing Content,24-07-2023,26-07-2023
3004,Rating/Reviewing Content,26-07-2023,29-07-2023
